CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10021,0.7467771952934409,1.0,0.37299504589929805,0.0,0.5742084527603023,0.0,0.5980980980980981,0.0,0.7042042042042043,0.0,0.0,0.527027027027027,0.3133133133133133,0.1320762323985076,0.9949710645914551,0.0,1.0
C10022,0.9579879842844117,1.0,0.9801476642912433,0.9871143638301091,0.7407989384733569,0.5972806765236827,1.0,0.937937937937938,1.0,0.8508508508508509,0.8253253253253253,0.980980980980981,0.9408531819490723,0.7741071331145999,0.8919071047737507,0.0,1.0
C10023,0.25355847102495216,0.14814814814814814,0.6813850537996958,0.0,0.8488447471827609,0.0,1.0,0.0,1.0,0.0,0.0,0.7492492492492493,0.27627627627627627,0.8040013725603579,0.0745718688629878,0.0,1.0
C10024,0.8797340929516139,0.21421421421421422,0.9554936677797912,0.9676104936798203,0.8449329377565767,0.9838078692496272,1.0,0.5425425425425425,0.8323323323323324,0.8508508508508509,0.9359359359359359,0.6916916916916918,0.8843843843843844,0.9782988062245247,0.8671137995127257,0.0,1.0
C10025,0.9350173599301715,1.0,0.0,0.0,0.0,0.7000760785915378,0.0,0.0,0.0,0.8763763763763763,0.7557557557557557,0.0,0.7202202202202201,0.6642615969599881,0.8916819465549335,0.0,0.13213213213213215
C10026,0.28009196906295175,1.0,0.5202985846004781,0.0,0.7153154595517708,0.0,1.0,0.0,1.0,0.0,0.0,0.6501501501501501,0.46846846846846846,0.1265877157272252,0.23493010460888308,0.0,1.0
C10027,0.6866099619047294,1.0,0.3130783521491019,0.5575575575575575,0.0,0.6012695583099109,0.34184184184184185,0.6591591591591591,0.0,0.7832832832832832,0.7942942942942943,0.3238238238238238,0.25975975975975973,0.5135148944908046,0.7904079675030344,0.0,1.0
C10028,0.24727319274559295,1.0,0.4149986744923454,0.0,0.6142311401275545,0.0,1.0,0.0,1.0,0.0,0.0,0.6501501501501501,0.05855855855855856,0.12134539157837626,0.24369023291573497,0.0,1.0
C10029,0.9709338694924567,1.0,0.5135416407159739,0.6198958987921886,0.5787195367180896,0.8521419867775538,0.5980980980980981,0.6591591591591591,0.5945945945945945,0.9889889889889889,0.955955955955956,0.527027027027027,0.9294294294294294,0.6995930451575866,0.8910242346102373,0.0,1.0
C10030,0.09495892230941624,1.0,0.3113113113113113,0.0,0.5115115115115115,0.0,0.47297297297297297,0.0,0.5945945945945945,0.0,0.0,0.4269269269269269,0.7742025287089664,0.08712941355191665,0.22423916881491437,0.0,1.0
C10031,0.9969520192995974,1.0,0.9229089416667535,0.8334370412637456,0.962808599610117,0.9039260933555482,1.0,0.6591591591591591,1.0,0.9284284284284284,0.9019019019019019,0.958958958958959,0.9664664664664665,0.9109631256460389,0.9630877455890422,0.0,1.0
C10032,0.5866965064105104,1.0,0.7911054544544471,0.6996996996996997,0.871672668711258,0.5798124565012596,1.0,0.5425425425425425,1.0,0.6996996996996997,0.6506506506506506,0.9244244244244244,0.7202202202202201,0.409956564931546,0.45675252788221155,0.0,1.0
C10033,0.9638794704960986,1.0,0.47706192048954094,0.6744154597827943,0.0,0.7607846921019965,0.26626626626626626,0.5425425425425425,0.0,0.6996996996996997,0.7097097097097097,0.36236236236236236,0.9294294294294294,0.722067349694586,0.940326384898221,0.0,1.0
C10034,0.24723202518577386,1.0,0.6287373899024383,0.7627690211071709,0.0,0.0,0.7342342342342343,0.937937937937938,0.0,0.0,0.0,0.6061061061061062,0.12862862862862862,0.27573798149719714,0.3698031630761848,0.8183183183183182,1.0
C10035,0.8671999560550663,0.1791791791791792,0.5937614436429206,0.0,0.7799404809914735,0.0,1.0,0.0,1.0,0.0,0.0,0.7102102102102101,0.9374374374374375,0.9749690155482198,0.9965689032974412,0.0,1.0
C10036,0.6932074691105606,1.0,0.0,0.0,0.0,0.5528855384712673,0.0,0.0,0.0,0.5740740740740741,0.5665665665665666,0.0,0.27627627627627627,0.22905955115101656,0.6923599186190983,0.0,1.0
C10037,0.9740779989227885,1.0,0.0,0.0,0.0,0.9874236275154871,0.0,0.0,0.0,0.9769955220378433,0.9159159159159159,0.0,0.8843843843843844,0.7062042835584064,0.9182564767196879,0.0,0.13213213213213215
C10038,0.889626381712325,1.0,0.8897708491487972,0.9035664361160843,0.8321447552888696,0.8106378252582772,0.6366366366366366,0.8368368368368369,0.7412412412412412,0.8508508508508509,0.8508508508508508,0.9129129129129129,0.6546546546546547,0.7030969523924769,0.8801900619023971,0.0,1.0
C10039,0.9570327366136416,1.0,0.39313382966600474,0.6196196196196196,0.0,0.893387171498657,0.26626626626626626,0.5425425425425425,0.0,0.8508508508508509,0.9264264264264264,0.3238238238238238,0.8843843843843844,0.6138340456669371,0.9221174659836411,0.0,1.0
C10040,0.6444670772609866,0.0920920920920921,0.7167181161424582,0.8248277234894466,0.0,0.9716566804400614,0.26626626626626626,0.5425425425425425,0.0,0.8508508508508509,0.8253253253253253,0.4614614614614615,0.8218218218218218,0.995052952239757,0.723817580683457,0.8278278278278278,1.0
C10041,0.4494672141251211,0.1791791791791792,0.0,0.0,0.0,0.9019166490980869,0.0,0.0,0.0,0.7832832832832832,0.7097097097097097,0.0,0.27627627627627627,0.8582202550142392,0.48453440300522355,0.7627627627627628,1.0
C10043,0.47592716056789447,0.2827827827827828,0.8148252070540712,0.7929424556067338,0.8328313215946396,0.8495220883847227,0.5590590590590591,0.8073073073073074,0.5560560560560561,0.7832832832832832,0.9159159159159159,0.8463463463463463,0.46846846846846846,0.6196148835974175,0.5439701562879361,0.7382382382382382,1.0
C10044,0.8919155490915348,1.0,0.3930417472215228,0.6195299697025458,0.0,0.0,0.26626626626626626,0.5425425425425425,0.0,0.0,0.0,0.26576576576576577,0.6166166166166166,0.5053623916770456,0.9035997936942113,0.0,1.0
C10045,0.6316552190459146,1.0,0.0,0.0,0.0,0.7922082048536918,0.0,0.0,0.0,0.5740740740740741,0.5665665665665666,0.0,0.2092092092092092,0.24707649931309814,0.5157962846365383,0.0,1.0
C10046,0.9329941193605424,1.0,0.8146324110045011,0.7225579605044911,0.8868803348898651,0.0,1.0,0.7707707707707707,1.0,0.0,0.0,0.7807807807807807,0.8648648648648649,0.6659680224488529,0.8535903102546261,0.0,1.0
C10047,0.7674540543013524,1.0,0.5406539532340803,0.5530724697680014,0.6846679068297754,0.5833915498747431,0.43243243243243246,0.5425425425425425,0.5560560560560561,0.6996996996996997,0.6506506506506506,0.4269269269269269,0.3433433433433434,0.0,0.9902810372841073,0.0,1.0
C10048,0.40337892324011076,0.1046046046046046,0.31900948567615234,0.0,0.5194355420680615,0.7363141414663252,0.45545545545545546,0.0,0.524024024024024,0.6496496496496496,0.5665665665665666,0.36236236236236236,0.25975975975975973,0.09749569481391533,0.19179953547543868,0.0,0.05455455455455456
C10049,0.8844427973682756,1.0,0.0,0.0,0.0,0.8357104806047471,0.0,0.0,0.0,0.9284284284284284,0.8508508508508508,0.0,0.6011011011011012,0.0,0.8615008864373807,0.0,1.0
C10050,0.31264176244324404,1.0,0.8903293615421947,0.8831513581737931,0.8770880356068884,0.0,1.0,0.8853853853853854,1.0,0.0,0.0,0.9784784784784785,0.516383571071071,0.8218442221732175,0.2925146767419247,0.9414414414414414,1.0
C10051,0.4964960702610531,1.0,0.5769662459627513,0.7334282805948746,0.0,0.6862291079822953,0.34184184184184185,0.6591591591591591,0.0,0.5740740740740741,0.6506506506506506,0.36236236236236236,0.571071071071071,0.37925642157959405,0.48716494807107696,0.6831831831831832,1.0
C10052,0.9218866960688219,1.0,0.7026730608829256,0.7650712139485023,0.6313538721275054,0.9860413794525993,0.5785785785785785,0.7927927927927928,0.524024024024024,0.9922921175662053,0.9942442442442443,0.5555555555555556,0.953953953953954,0.9703416285182376,0.8005235042971538,0.0,0.05455455455455456
C10053,0.5595069170611666,1.0,0.9253966944072384,0.9331956441481256,0.8620316900329438,0.0,0.5980980980980981,0.8633633633633633,0.6376376376376376,0.0,0.0,0.7597597597597597,0.3798798798798799,0.6587257397410048,0.8543137098173611,0.0,1.0
C10054,0.6770568956773865,1.0,0.0,0.0,0.0,0.6237766427993897,0.0,0.0,0.0,0.7832832832832832,0.7097097097097097,0.0,0.5285285285285285,0.43266273863299326,0.667681493809434,0.0,1.0
C10055,0.39936348195859656,0.25075075075075076,0.86140935303647,0.9220311032347356,0.0,0.83574612966301,0.5980980980980981,0.8853853853853854,0.0,0.6446446446446447,0.5665665665665666,0.6061061061061062,0.46846846846846846,0.8600559928874227,0.1571875333219516,0.7847847847847848,0.07557557557557557
C10056,0.03938210195521712,0.14814814814814814,0.46720728453749527,0.0,0.6667912506451671,0.0,0.5980980980980981,0.0,0.7042042042042043,0.0,0.0,0.527027027027027,0.05855855855855856,0.2716478984747368,0.0694001030958096,0.0,1.0
C10057,0.6232321035803733,1.0,0.780376405473732,0.8699925976578622,0.0,0.0,0.3883883883883884,0.7237237237237237,0.0,0.0,0.0,0.4614614614614615,0.7202202202202201,0.0,0.5405960432997201,0.0,1.0
C10058,0.8723057420048478,1.0,0.46949671625699124,0.6696169316443523,0.0,0.6833158599872222,0.3883883883883884,0.7237237237237237,0.0,0.8953953953953955,0.7942942942942943,0.3958958958958959,0.571071071071071,0.0,0.9931955280448594,0.0,1.0
C10059,0.783213103348266,1.0,0.970550244520699,0.9830459553059847,0.7304097651616743,0.0,0.7342342342342343,0.937937937937938,0.6376376376376376,0.0,0.0,0.9159159159159159,0.8218218218218218,0.9427067593568143,0.8518197615248914,0.6831831831831832,1.0
C10060,0.8863902587510554,1.0,0.0,0.0,0.0,0.5964247248106112,0.0,0.0,0.0,0.7447447447447448,0.7097097097097097,0.0,0.571071071071071,0.465942559420711,0.8861235757291067,0.0,0.13213213213213215
C10061,0.9386916402314172,1.0,0.41089660553628315,0.0,0.6105665290944041,0.7291968518629826,0.47297297297297297,0.0,0.5560560560560561,0.8508508508508509,0.7557557557557557,0.4614614614614615,0.7202202202202201,0.7774200733546474,0.9114466924414548,0.0,1.0
C10062,0.7281628216401678,0.1791791791791792,0.3217052857942688,0.5661927309546928,0.0,0.0,0.34184184184184185,0.6591591591591591,0.0,0.0,0.0,0.3238238238238238,0.7602602602602603,0.8796308545464598,0.6541221170482144,0.0,1.0
C10063,0.6759344234546584,1.0,0.2778050028716049,0.5288820712351042,0.0,0.0,0.26626626626626626,0.5425425425425425,0.0,0.0,0.0,0.26576576576576577,0.25225225225225223,0.21793377765374083,0.7570779432163138,0.0,1.0
C10064,0.48227060019619844,0.2827827827827828,0.0,0.0,0.0,0.9279299659561911,0.0,0.0,0.0,0.9409409409409409,0.8508508508508508,0.0,0.6001001001001001,0.914708897308801,0.44141726353646377,0.7157157157157157,0.13213213213213215
C10065,0.042164172181916176,0.012512512512512512,0.6879584849454738,0.8038994090511807,0.0,0.0,0.26626626626626626,0.5425425425425425,0.0,0.0,0.0,0.26576576576576577,0.25225225225225223,0.0,0.17561018295237488,0.0,1.0
C10067,0.7348612418285887,1.0,0.8529595737823111,0.0,0.9565694137784252,0.8025691338400144,1.0,0.0,1.0,0.5740740740740741,0.7557557557557557,0.9554554554554555,0.2877877877877878,0.888390958971711,0.9625814350215813,0.6831831831831832,1.0
C10068,0.7099640819807752,1.0,0.5269498036934356,0.6746178479633246,0.4982855139099956,0.0,0.5590590590590591,0.7707707707707707,0.488988988988989,0.0,0.0,0.6061061061061062,0.27627627627627627,0.47105961426004545,0.771851029001546,0.0,1.0
C10069,0.48232155309714153,0.24474474474474475,0.0,0.0,0.0,0.7154180734157981,0.0,0.0,0.0,0.6496496496496496,0.5665665665665666,0.0,0.2092092092092092,0.07813374722562265,0.3139779939159646,0.0,0.05455455455455456
C10070,0.6787575979924206,1.0,0.0,0.0,0.0,0.6360264948738412,0.0,0.0,0.0,0.8953953953953955,0.8253253253253253,0.0,0.3798798798798799,0.347389572014436,0.5373410810637469,0.0,1.0
C10071,0.8870607063545727,1.0,0.4361213590509905,0.6128138704742478,0.48477607643071496,0.0,0.5980980980980981,0.5425425425425425,0.6706706706706707,0.0,0.0,0.527027027027027,0.7202202202202201,0.9593238677927333,0.7979103951079142,0.6831831831831832,1.0
C10072,0.7000662557442974,1.0,0.793029562346035,0.8788302402595638,0.0,0.0,0.43243243243243246,0.7707707707707707,0.0,0.0,0.0,0.3958958958958959,0.25975975975975973,0.7044537769494349,0.7787099220641976,0.0,1.0
C10073,0.9383481873226738,1.0,0.5299712776467774,0.0,0.7243601016626829,0.67851840668029,0.7342342342342343,0.0,0.7807807807807807,0.8508508508508509,0.7557557557557557,0.6061061061061062,0.7473241984042491,0.6269295470421121,0.9287767759312147,0.0,1.0
C10074,0.8373744053906098,0.2827827827827828,0.9605907624646145,0.9049050222742543,0.9812715971474599,0.9992600812622958,0.5980980980980981,0.8368368368368369,0.6706706706706707,0.9889889889889889,0.986986986986987,0.8808808808808808,0.7892892892892893,0.9980630625865833,0.8193802631584197,0.8553553553553553,1.0
C10075,0.4477203747031175,1.0,0.0,0.0,0.0,0.7914025199739732,0.0,0.0,0.0,0.6496496496496496,0.7097097097097097,0.0,0.7892892892892893,0.5200276166069192,0.1781348723402345,0.8008008008008007,0.05455455455455456
C10077,0.7171630270645989,1.0,0.6526369936616319,0.7322201137263494,0.5981501084059554,0.0,0.515015015015015,0.6121121121121121,0.5725725725725725,0.0,0.0,0.527027027027027,0.3400200745355268,0.5129556002017952,0.686092937811448,0.0,0.0985985985985986
C10078,0.41870215234984376,0.2827827827827828,0.674701158011172,0.7353863084693756,0.6446893421309439,0.0,0.4089089089089089,0.6071071071071071,0.5075075075075075,0.0,0.0,0.4964964964964965,0.7202202202202201,0.6311750095153411,0.29198270460689413,0.0,0.13213213213213215
C10079,0.9486735176172111,1.0,0.6013545969833798,0.6436605476520448,0.6687474387970821,0.0,0.6781781781781782,0.6591591591591591,0.7412412412412412,0.0,0.0,0.7102102102102101,0.7202202202202201,0.7629469817101387,0.927579848408379,0.0,1.0
C10080,0.7052439245819075,1.0,0.6182116847837585,0.7563104989269501,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7492492492492493,0.9374374374374375,0.8510687015565129,0.686678606954714,0.0,1.0
C10081,0.43045497876141364,1.0,0.47347347347347346,0.0,0.6736736736736737,0.0,0.6366366366366366,0.0,0.7042042042042043,0.0,0.0,0.527027027027027,0.2092092092092092,0.6675080460381594,0.3506180080799189,0.0,1.0
C10082,0.5996212176111256,1.0,0.0,0.0,0.0,0.5265446302347316,0.0,0.0,0.0,0.5740740740740741,0.5665665665665666,0.0,0.12862862862862862,0.03026639442633947,0.9888499961832355,0.0,1.0
C10083,0.9618067424050688,1.0,0.5148721405998402,0.6960760767530915,0.0,0.9494960663525283,0.5590590590590591,0.8633633633633633,0.0,0.8953953953953955,0.8508508508508508,0.4964964964964965,0.7892892892892893,0.7046143391947678,0.9402281282794708,0.0,1.0
C10084,0.0803223270488474,0.2827827827827828,0.422328810500008,0.5016798000241709,0.593776948775767,0.0,0.5980980980980981,0.6591591591591591,0.6706706706706707,0.0,0.0,0.6916916916916918,0.6546546546546547,0.23299634530323043,0.13282791144466935,0.7762762762762763,1.0
C10085,0.20602257658324447,0.047547547547547545,0.0,0.0,0.0,0.8965668887011242,0.0,0.0,0.0,0.6996996996996997,0.7942942942942943,0.0,0.8998998998998999,0.06218955240248974,0.2434942819791282,0.0,1.0
C10086,0.027530465062228296,0.14814814814814814,0.3383647798742139,0.49281396678384676,0.5158026812150422,0.0,0.47297297297297297,0.6591591591591591,0.524024024024024,0.0,0.0,0.4269269269269269,0.953953953953954,0.12280493938090896,0.09751272152324948,0.8523523523523524,1.0
C10087,0.1461540620357899,0.11861861861861862,0.5185185185185185,0.0,0.7127127127127127,0.0,0.515015015015015,0.0,0.5945945945945945,0.0,0.0,0.6501501501501501,0.12862862862862862,0.4500854679587545,0.1775523929146181,1.0,1.0
C10088,0.7363751375457094,1.0,0.9662504180052272,0.9806731911989368,0.7158780493237674,0.6178164050510836,1.0,1.0,0.5560560560560561,0.5740740740740741,0.5665665665665666,0.9369369369369369,0.8843843843843844,0.9299328991961983,0.6737216439630344,0.0,1.0
C10089,0.256242442741404,1.0,0.7747979546215584,0.8664349675910572,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8008008008008007,0.987987987987988,0.6237945710361669,0.27326207197834995,1.0,1.0
C10090,0.9697870721949476,1.0,0.8236554770163044,0.8869350846453924,0.5600791637850813,0.9653282273704834,1.0,0.9209209209209209,1.0,0.980980980980981,0.9794794794794794,0.8093093093093093,0.9374374374374375,0.9208405395993509,0.9106102764172355,0.0,1.0
C10092,0.9822620620752442,1.0,0.881883478597433,0.8738372272639211,0.8705158729570381,0.9598431192142894,1.0,0.9044044044044044,1.0,0.980980980980981,0.974974974974975,0.953953953953954,0.970970970970971,0.855641988250094,0.9233623717248538,0.0,1.0
C10093,0.8892556443802708,1.0,0.25325325325325326,0.5045074095654526,0.0,0.5558658193321212,0.26626626626626626,0.5425425425425425,0.0,0.5740740740740741,0.5665665665665666,0.26576576576576577,0.6166166166166166,0.569554404357616,0.7899391319586689,0.0,1.0
C10094,0.9551187247161167,1.0,0.0,0.0,0.0,0.8806029785372288,0.0,0.0,0.0,0.8953953953953955,0.9439439439439439,0.0,0.7602602602602603,0.6824698217590246,0.9529534264238616,0.0,1.0
C10095,0.9902890737175424,1.0,0.9690160379568344,0.8536498490488804,0.9905588713699991,0.633551032989803,1.0,0.7237237237237237,0.8323323323323324,0.5740740740740741,0.5665665665665666,0.9269269269269269,0.8843843843843844,0.9544891644773763,0.9909394747236886,0.0,1.0
C10096,0.7413292113805816,1.0,0.734057422695162,0.6323726574078528,0.8474401283233047,0.9428253242679133,0.7107107107107107,0.6071071071071071,0.7622622622622623,0.9409409409409409,0.974974974974975,0.7492492492492493,0.571071071071071,0.857739882882327,0.7747222075790441,0.7157157157157157,0.13213213213213215
C10097,0.6244827123537786,1.0,0.2552552552552553,0.5075075075075075,0.0,0.6613266588861767,0.26626626626626626,0.5425425425425425,0.0,0.5740740740740741,0.5665665665665666,0.26576576576576577,0.27627627627627627,0.28656292224672103,0.5088656603220989,0.0,1.0
C10098,0.6224823885927093,1.0,0.5238658485954119,0.7015488350009033,0.0,0.0,0.34184184184184185,0.6591591591591591,0.0,0.0,0.0,0.3238238238238238,0.3433433433433434,0.0,0.5142501288472737,0.0,1.0
C10099,0.7772984140191062,1.0,0.4001605633019245,0.6243680139846144,0.0,0.0,0.3883883883883884,0.7237237237237237,0.0,0.0,0.0,0.36236236236236236,0.3433433433433434,0.0,0.989327370517332,0.0,1.0
C10100,0.5808348783465228,1.0,0.0,0.0,0.0,0.562605745362327,0.0,0.0,0.0,0.5740740740740741,0.5665665665665666,0.0,0.12862862862862862,0.08143885762423188,0.9541191390136958,0.0,1.0
C10101,0.6872402597430268,1.0,0.6599024077960789,0.7853006750406616,0.0,0.0,0.5980980980980981,0.8853853853853854,0.0,0.0,0.0,0.6061061061061062,0.7202202202202201,0.27172939526133394,0.5611107039566878,0.0,1.0
C10102,0.8666750600100335,1.0,0.0,0.0,0.0,0.8120413200651835,0.0,0.0,0.0,0.9284284284284284,0.8253253253253253,0.0,0.571071071071071,0.0,0.8172710412237467,0.0,1.0
C10103,0.031526207029422396,0.07007007007007007,0.29010181383252504,0.0,0.4903886493789063,0.0,0.3883883883883884,0.0,0.488988988988989,0.0,0.0,0.36236236236236236,0.7892892892892893,0.12876536104237513,0.13317382715533063,1.0,1.0
C10104,0.0,0.0,0.0,0.0,0.0,0.5465244224583518,0.0,0.0,0.0,0.6546546546546546,0.5665665665665666,0.0,0.46846846846846846,0.07360390092678394,0.10014765711237694,0.0,0.03303303303303304
C10105,0.03231174434549584,0.16166166166166165,0.23625633218884592,0.48754524206933136,0.0,0.0,0.3128128128128128,0.6161161161161162,0.0,0.0,0.0,0.26576576576576577,0.2092092092092092,0.029771478806840244,0.03930765486569864,0.0,0.07557557557557557
C10106,0.09945539932601576,0.047547547547547545,0.7907558437486064,0.0,0.921670821327863,0.0,1.0,0.0,1.0,0.0,0.0,0.6501501501501501,0.3133133133133133,0.4432074309989052,0.032335806454143634,0.0,1.0
C10107,0.8681710700975542,1.0,0.914846965111263,0.8947686523201788,0.9155058383020527,0.0,0.7342342342342343,0.937937937937938,0.7807807807807807,0.0,0.0,0.96996996996997,0.6931931931931932,0.9772621714782925,0.9251714641004564,0.6831831831831832,1.0
C10108,0.012964866002113034,0.012512512512512512,0.5156117964601036,0.0,0.7100723616279451,0.0,1.0,0.0,1.0,0.0,0.0,0.8703703703703703,0.6166166166166166,0.0,0.12592423825843543,0.0,1.0
C10109,0.49607132447415786,1.0,0.0,0.0,0.0,0.7180350360577886,0.0,0.0,0.0,0.5740740740740741,0.5665665665665666,0.0,0.571071071071071,0.7919256597145929,0.40633100055037497,0.6831831831831832,1.0
C10110,0.7877995550236113,1.0,0.6799399311140677,0.7977835621621346,0.0,0.7269735002165528,0.3883883883883884,0.7237237237237237,0.0,0.8508508508508509,0.8253253253253253,0.3958958958958959,0.571071071071071,0.3429263744131799,0.8037380668950033,0.0,1.0
C10111,0.3803799075593496,1.0,0.7115433617305044,0.0,0.8708306513452161,0.0,1.0,0.0,1.0,0.0,0.0,0.6501501501501501,0.3798798798798799,0.5776364892920673,0.2974603397774623,0.6831831831831832,1.0
C10112,0.9233881078594889,1.0,0.0,0.0,0.0,0.962530848322513,0.0,0.0,0.0,0.9519519519519519,0.994994994994995,0.0,0.8468468468468469,0.6146647705240937,0.8693135666196352,0.0,1.0
C10113,0.6084369608527636,1.0,0.5332484666339268,0.6057728932937504,0.6251252425198103,0.6418524523382926,0.5980980980980981,0.6591591591591591,0.6376376376376376,0.5740740740740741,0.6506506506506506,0.5815815815815816,0.3133133133133133,0.372204318040349,0.6288855305666333,0.0,1.0
C10114,0.9625365900642439,1.0,0.9597978194988409,0.9510621013407039,0.9502732588629453,0.9790257389026796,1.0,0.937937937937938,1.0,0.9519519519519519,0.974974974974975,0.958958958958959,0.8843843843843844,0.9837289075700155,0.9391630952418988,0.6831831831831832,1.0
